time_s,aggregate_bandwidth_mbps,num_active
0.0002796649932861,4956.62669759597,4
1.0002796649932861,9303.251005171229,7
2.000279664993286,17494.156419988554,13
3.000279664993286,24597.172776057057,17
4.000279664993286,34350.69401619,23
5.000279664993286,45978.52456150635,27
6.000279664993286,55577.61474572755,34
7.000279664993286,64308.15942020239,35
8.000279664993286,86107.15030059722,44
9.000279664993286,110087.36454084015,51
10.000279664993286,113983.3822341488,55
11.000279664993286,113425.66706051018,57
12.000279664993286,108539.37996508725,58
13.000279664993286,110441.68341467566,61
14.000279664993286,115270.27169094047,65
15.000279664993286,118569.06221494073,66
16.000279664993286,122667.9887441717,71
17.000279664993286,118288.51269433765,70
18.000279664993286,123960.17027809433,76
19.000279664993286,132368.11424585825,79
20.000279664993286,129326.86136642098,81
21.000279664993286,140582.9041322067,88
22.000279664993286,151078.58072137032,93
23.000279664993286,157405.3176311534,95
24.000279664993286,165389.9542806719,98
25.000279664993286,167831.624080285,98
26.000279664993286,174087.02047511752,102
27.000279664993286,183779.40493337667,108
28.000279664993286,192233.6379462049,112
29.000279664993286,206080.1796857811,117
30.000279664993286,211800.44602260803,123
31.000279664993286,201692.31619649654,127
32.000279664993286,204880.00838952346,125
33.000279664993286,214054.6161778167,130
34.000279664993286,215752.05963787658,131
35.000279664993286,211428.35226390362,131
36.000279664993286,216376.7506947736,133
37.000279664993286,210033.51932285118,133
38.000279664993286,198926.7760923966,139
39.000279664993286,192245.7195226039,130
40.000279664993286,205490.42645564125,132
41.000279664993286,200550.57067421297,133
42.000279664993286,205944.09714609128,135
43.000279664993286,213338.48730560608,138
44.000279664993286,218385.46020275028,142
45.000279664993286,220532.17571862863,144
46.000279664993286,222441.37301186885,146
47.000279664993286,219999.19831290017,152
48.000279664993286,239204.41879766964,153
49.000279664993286,233560.21760714139,156
50.000279664993286,229287.46722052316,155
51.000279664993286,229474.3681678394,156
52.000279664993286,223365.05509202735,154
53.000279664993286,215157.18765782475,150
54.000279664993286,221159.23796280785,152
55.000279664993286,225438.5485267456,153
56.000279664993286,214120.61742919093,151
57.000279664993286,221326.3591684134,153
58.000279664993286,227023.88621115623,156
59.000279664993286,225600.10583461684,158
60.000279664993286,215839.36056100455,156
61.000279664993286,216599.42451172386,155
62.000279664993286,214767.52129405978,157
63.000279664993286,212570.92592913742,156
64.00027966499329,223190.93964987746,160
65.00027966499329,225528.8916812344,163
66.00027966499329,232496.85271151536,164
67.00027966499329,235921.0263045822,170
68.00027966499329,237907.04489214605,170
69.00027966499329,238095.24163908156,172
70.00027966499329,241426.21002872745,170
71.00027966499329,242707.51365016052,169
72.00027966499329,239663.7517549157,166
73.00027966499329,238830.0431967268,170
74.00027966499329,243661.51386198326,168
75.00027966499329,251324.73771718677,173
76.00027966499329,246833.1001343739,169
77.00027966499329,245105.53000855324,167
78.00027966499329,254887.87549474678,172
79.00027966499329,250685.27238873937,172
80.00027966499329,259913.09329277097,178
81.00027966499329,256863.36351479712,179
82.00027966499329,256015.77944271633,181
83.00027966499329,242661.7123071484,177
84.00027966499329,234319.97671982239,173
85.00027966499329,227917.37507035563,173
86.00027966499329,217071.30021088713,173
87.00027966499329,212844.58312579535,169
88.00027966499329,217213.36277174193,171
89.00027966499329,221301.57340649172,169
90.00027966499329,224436.4834750806,174
91.00027966499329,228469.73310350382,174
92.00027966499329,234230.5113495098,176
93.00027966499329,236389.35028504735,179
94.00027966499329,240320.224554278,182
95.00027966499329,253064.4267810317,183
96.00027966499329,254851.6881518102,186
97.00027966499329,241245.66330276977,185
98.00027966499329,255774.2461482578,185
99.00027966499329,257610.82580413076,188
100.00027966499329,264792.27133088413,191
101.00027966499329,273281.1555824196,196
102.00027966499329,281191.6300591665,198
103.00027966499329,282730.9403977842,201
104.00027966499329,293475.8323477411,205
105.00027966499329,304165.27338727604,205
106.00027966499329,298408.15931701893,205
107.00027966499329,290020.9857472625,202
108.00027966499329,289492.02211450535,201
109.00027966499329,286794.5745195723,201
110.00027966499329,285244.60233364004,200
111.00027966499329,284856.0538575473,197
112.00027966499329,279955.794929138,198
113.00027966499329,276086.041807648,197
114.00027966499329,276169.52125253866,197
